SGR;signallingState;RD5
time;value;status
2019-07-11 15:35:06.000+0200;15;Rot/Gelb
2019-07-11 15:35:07.000+0200;48;Grün
2019-07-11 15:35:43.000+0200;12;Gelb
2019-07-11 15:35:45.000+0200;3;Rot
2019-07-11 15:36:33.000+0200;15;Rot/Gelb
2019-07-11 15:36:34.000+0200;48;Grün
2019-07-11 15:37:21.000+0200;12;Gelb
2019-07-11 15:37:23.000+0200;3;Rot
2019-07-11 15:38:05.000+0200;15;Rot/Gelb
2019-07-11 15:38:06.000+0200;48;Grün
2019-07-11 15:38:56.000+0200;12;Gelb
2019-07-11 15:38:58.000+0200;3;Rot
2019-07-11 15:39:36.000+0200;15;Rot/Gelb
2019-07-11 15:39:37.000+0200;48;Grün
2019-07-11 15:40:26.000+0200;12;Gelb
2019-07-11 15:40:28.000+0200;3;Rot
2019-07-11 15:41:06.000+0200;15;Rot/Gelb
2019-07-11 15:41:07.000+0200;48;Grün
2019-07-11 15:41:56.000+0200;12;Gelb
2019-07-11 15:41:58.000+0200;3;Rot
2019-07-11 15:42:36.000+0200;15;Rot/Gelb
2019-07-11 15:42:37.000+0200;48;Grün
2019-07-11 15:43:26.000+0200;12;Gelb
2019-07-11 15:43:28.000+0200;3;Rot
2019-07-11 15:44:06.000+0200;15;Rot/Gelb
2019-07-11 15:44:07.000+0200;48;Grün
2019-07-11 15:44:56.000+0200;12;Gelb
2019-07-11 15:44:58.000+0200;3;Rot
2019-07-11 15:45:36.000+0200;15;Rot/Gelb
2019-07-11 15:45:37.000+0200;48;Grün
2019-07-11 15:46:26.000+0200;12;Gelb
2019-07-11 15:46:28.000+0200;3;Rot
2019-07-11 15:47:06.000+0200;15;Rot/Gelb
2019-07-11 15:47:07.000+0200;48;Grün
2019-07-11 15:47:55.000+0200;12;Gelb
2019-07-11 15:47:57.000+0200;3;Rot
2019-07-11 15:48:36.000+0200;15;Rot/Gelb
2019-07-11 15:48:37.000+0200;48;Grün
2019-07-11 15:49:18.000+0200;12;Gelb
2019-07-11 15:49:20.000+0200;3;Rot
2019-07-11 15:50:06.000+0200;15;Rot/Gelb
2019-07-11 15:50:07.000+0200;48;Grün
2019-07-11 15:50:56.000+0200;12;Gelb
2019-07-11 15:50:58.000+0200;3;Rot
2019-07-11 15:51:36.000+0200;15;Rot/Gelb
2019-07-11 15:51:37.000+0200;48;Grün
2019-07-11 15:52:26.000+0200;12;Gelb
2019-07-11 15:52:28.000+0200;3;Rot
2019-07-11 15:53:06.000+0200;15;Rot/Gelb
2019-07-11 15:53:07.000+0200;48;Grün
2019-07-11 15:53:56.000+0200;12;Gelb
2019-07-11 15:53:58.000+0200;3;Rot
2019-07-11 15:54:36.000+0200;15;Rot/Gelb
2019-07-11 15:54:37.000+0200;48;Grün
2019-07-11 15:55:26.000+0200;12;Gelb
2019-07-11 15:55:28.000+0200;3;Rot
2019-07-11 15:56:06.000+0200;15;Rot/Gelb
2019-07-11 15:56:07.000+0200;48;Grün
2019-07-11 15:56:56.000+0200;12;Gelb
2019-07-11 15:56:58.000+0200;3;Rot
2019-07-11 15:57:36.000+0200;15;Rot/Gelb
2019-07-11 15:57:37.000+0200;48;Grün
2019-07-11 15:58:31.000+0200;12;Gelb
2019-07-11 15:58:33.000+0200;3;Rot
2019-07-11 15:59:11.000+0200;15;Rot/Gelb
2019-07-11 15:59:12.000+0200;48;Grün
2019-07-11 15:59:56.000+0200;12;Gelb
2019-07-11 15:59:58.000+0200;3;Rot
2019-07-11 16:00:36.000+0200;15;Rot/Gelb
2019-07-11 16:00:37.000+0200;48;Grün
2019-07-11 16:01:26.000+0200;12;Gelb
2019-07-11 16:01:28.000+0200;3;Rot
2019-07-11 16:02:06.000+0200;15;Rot/Gelb
2019-07-11 16:02:07.000+0200;48;Grün
2019-07-11 16:02:56.000+0200;12;Gelb
2019-07-11 16:02:58.000+0200;3;Rot
2019-07-11 16:03:36.000+0200;15;Rot/Gelb
2019-07-11 16:03:37.000+0200;48;Grün
2019-07-11 16:04:26.000+0200;12;Gelb
2019-07-11 16:04:28.000+0200;3;Rot
2019-07-11 16:05:06.000+0200;15;Rot/Gelb
2019-07-11 16:05:07.000+0200;48;Grün
2019-07-11 16:05:56.000+0200;12;Gelb
2019-07-11 16:05:58.000+0200;3;Rot
2019-07-11 16:06:36.000+0200;15;Rot/Gelb
2019-07-11 16:06:37.000+0200;48;Grün
2019-07-11 16:07:26.000+0200;12;Gelb
2019-07-11 16:07:28.000+0200;3;Rot
2019-07-11 16:08:06.000+0200;15;Rot/Gelb
2019-07-11 16:08:07.000+0200;48;Grün
2019-07-11 16:08:56.000+0200;12;Gelb
2019-07-11 16:08:58.000+0200;3;Rot
2019-07-11 16:09:36.000+0200;15;Rot/Gelb
2019-07-11 16:09:37.000+0200;48;Grün
2019-07-11 16:10:26.000+0200;12;Gelb
2019-07-11 16:10:28.000+0200;3;Rot
2019-07-11 16:11:06.000+0200;15;Rot/Gelb
2019-07-11 16:11:07.000+0200;48;Grün
2019-07-11 16:11:48.000+0200;12;Gelb
2019-07-11 16:11:50.000+0200;3;Rot
2019-07-11 16:12:36.000+0200;15;Rot/Gelb
2019-07-11 16:12:37.000+0200;48;Grün
2019-07-11 16:13:26.000+0200;12;Gelb
2019-07-11 16:13:28.000+0200;3;Rot
2019-07-11 16:14:06.000+0200;15;Rot/Gelb
2019-07-11 16:14:07.000+0200;48;Grün
2019-07-11 16:14:56.000+0200;12;Gelb
2019-07-11 16:14:58.000+0200;3;Rot
2019-07-11 16:15:36.000+0200;15;Rot/Gelb
2019-07-11 16:15:37.000+0200;48;Grün
2019-07-11 16:16:26.000+0200;12;Gelb
2019-07-11 16:16:28.000+0200;3;Rot
2019-07-11 16:17:06.000+0200;15;Rot/Gelb
2019-07-11 16:17:07.000+0200;48;Grün
2019-07-11 16:17:56.000+0200;12;Gelb
2019-07-11 16:17:58.000+0200;3;Rot
2019-07-11 16:18:36.000+0200;15;Rot/Gelb
2019-07-11 16:18:37.000+0200;48;Grün
2019-07-11 16:19:26.000+0200;12;Gelb
2019-07-11 16:19:28.000+0200;3;Rot
2019-07-11 16:20:06.000+0200;15;Rot/Gelb
2019-07-11 16:20:07.000+0200;48;Grün
2019-07-11 16:20:56.000+0200;12;Gelb
2019-07-11 16:20:58.000+0200;3;Rot
2019-07-11 16:21:36.000+0200;15;Rot/Gelb
2019-07-11 16:21:37.000+0200;48;Grün
2019-07-11 16:22:26.000+0200;12;Gelb
2019-07-11 16:22:28.000+0200;3;Rot
2019-07-11 16:23:06.000+0200;15;Rot/Gelb
2019-07-11 16:23:07.000+0200;48;Grün
2019-07-11 16:23:56.000+0200;12;Gelb
2019-07-11 16:23:58.000+0200;3;Rot
2019-07-11 16:24:36.000+0200;15;Rot/Gelb
2019-07-11 16:24:37.000+0200;48;Grün
2019-07-11 16:25:21.000+0200;12;Gelb
2019-07-11 16:25:23.000+0200;3;Rot
2019-07-11 16:26:06.000+0200;15;Rot/Gelb
2019-07-11 16:26:07.000+0200;48;Grün
2019-07-11 16:26:51.000+0200;12;Gelb
2019-07-11 16:26:53.000+0200;3;Rot
2019-07-11 16:27:36.000+0200;15;Rot/Gelb
2019-07-11 16:27:37.000+0200;48;Grün
2019-07-11 16:28:13.000+0200;12;Gelb
2019-07-11 16:28:15.000+0200;3;Rot
2019-07-11 16:28:53.000+0200;15;Rot/Gelb
2019-07-11 16:28:54.000+0200;48;Grün
2019-07-11 16:29:56.000+0200;12;Gelb
2019-07-11 16:29:58.000+0200;3;Rot
2019-07-11 16:30:36.000+0200;15;Rot/Gelb
2019-07-11 16:30:37.000+0200;48;Grün
2019-07-11 16:31:26.000+0200;12;Gelb
2019-07-11 16:31:28.000+0200;3;Rot
2019-07-11 16:32:06.000+0200;15;Rot/Gelb
2019-07-11 16:32:07.000+0200;48;Grün
2019-07-11 16:32:56.000+0200;12;Gelb
2019-07-11 16:32:58.000+0200;3;Rot
2019-07-11 16:33:36.000+0200;15;Rot/Gelb
2019-07-11 16:33:37.000+0200;48;Grün
2019-07-11 16:34:26.000+0200;12;Gelb
2019-07-11 16:34:28.000+0200;3;Rot
2019-07-11 16:35:06.000+0200;15;Rot/Gelb
2019-07-11 16:35:07.000+0200;48;Grün
2019-07-11 16:35:52.000+0200;12;Gelb
2019-07-11 16:35:54.000+0200;3;Rot
2019-07-11 16:36:35.000+0200;15;Rot/Gelb
2019-07-11 16:36:36.000+0200;48;Grün
2019-07-11 16:37:37.000+0200;12;Gelb
2019-07-11 16:37:39.000+0200;3;Rot
2019-07-11 16:38:17.000+0200;15;Rot/Gelb
2019-07-11 16:38:18.000+0200;48;Grün
2019-07-11 16:38:56.000+0200;12;Gelb
2019-07-11 16:38:58.000+0200;3;Rot
2019-07-11 16:39:36.000+0200;15;Rot/Gelb
2019-07-11 16:39:37.000+0200;48;Grün
2019-07-11 16:40:26.000+0200;12;Gelb
2019-07-11 16:40:28.000+0200;3;Rot
2019-07-11 16:41:06.000+0200;15;Rot/Gelb
2019-07-11 16:41:07.000+0200;48;Grün
2019-07-11 16:41:56.000+0200;12;Gelb
2019-07-11 16:41:58.000+0200;3;Rot
2019-07-11 16:42:36.000+0200;15;Rot/Gelb
2019-07-11 16:42:37.000+0200;48;Grün
2019-07-11 16:43:26.000+0200;12;Gelb
2019-07-11 16:43:28.000+0200;3;Rot
2019-07-11 16:44:06.000+0200;15;Rot/Gelb
2019-07-11 16:44:07.000+0200;48;Grün
2019-07-11 16:44:56.000+0200;12;Gelb
2019-07-11 16:44:58.000+0200;3;Rot
2019-07-11 16:45:36.000+0200;15;Rot/Gelb
2019-07-11 16:45:37.000+0200;48;Grün
2019-07-11 16:46:26.000+0200;12;Gelb
2019-07-11 16:46:28.000+0200;3;Rot
2019-07-11 16:47:06.000+0200;15;Rot/Gelb
2019-07-11 16:47:07.000+0200;48;Grün
2019-07-11 16:47:49.000+0200;12;Gelb
2019-07-11 16:47:51.000+0200;3;Rot
2019-07-11 16:48:36.000+0200;15;Rot/Gelb
2019-07-11 16:48:37.000+0200;48;Grün
2019-07-11 16:49:26.000+0200;12;Gelb
2019-07-11 16:49:28.000+0200;3;Rot
2019-07-11 16:50:06.000+0200;15;Rot/Gelb
2019-07-11 16:50:07.000+0200;48;Grün
2019-07-11 16:50:56.000+0200;12;Gelb
2019-07-11 16:50:58.000+0200;3;Rot
2019-07-11 16:51:36.000+0200;15;Rot/Gelb
2019-07-11 16:51:37.000+0200;48;Grün
2019-07-11 16:52:26.000+0200;12;Gelb
2019-07-11 16:52:28.000+0200;3;Rot
2019-07-11 16:53:06.000+0200;15;Rot/Gelb
2019-07-11 16:53:07.000+0200;48;Grün
2019-07-11 16:53:56.000+0200;12;Gelb
2019-07-11 16:53:58.000+0200;3;Rot
2019-07-11 16:54:36.000+0200;15;Rot/Gelb
2019-07-11 16:54:37.000+0200;48;Grün
2019-07-11 16:55:26.000+0200;12;Gelb
2019-07-11 16:55:28.000+0200;3;Rot
2019-07-11 16:56:06.000+0200;15;Rot/Gelb
2019-07-11 16:56:07.000+0200;48;Grün
2019-07-11 16:56:55.000+0200;12;Gelb
2019-07-11 16:56:57.000+0200;3;Rot
2019-07-11 16:57:36.000+0200;15;Rot/Gelb
2019-07-11 16:57:37.000+0200;48;Grün
2019-07-11 16:58:26.000+0200;12;Gelb
2019-07-11 16:58:28.000+0200;3;Rot
2019-07-11 16:59:06.000+0200;15;Rot/Gelb
2019-07-11 16:59:07.000+0200;48;Grün
2019-07-11 16:59:51.000+0200;12;Gelb
2019-07-11 16:59:53.000+0200;3;Rot
2019-07-11 17:00:37.000+0200;15;Rot/Gelb
2019-07-11 17:00:38.000+0200;48;Grün
2019-07-11 17:01:26.000+0200;12;Gelb
2019-07-11 17:01:28.000+0200;3;Rot
2019-07-11 17:02:06.000+0200;15;Rot/Gelb
2019-07-11 17:02:07.000+0200;48;Grün
2019-07-11 17:02:56.000+0200;12;Gelb
2019-07-11 17:02:58.000+0200;3;Rot
2019-07-11 17:03:36.000+0200;15;Rot/Gelb
2019-07-11 17:03:37.000+0200;48;Grün
2019-07-11 17:04:26.000+0200;12;Gelb
2019-07-11 17:04:28.000+0200;3;Rot
2019-07-11 17:05:06.000+0200;15;Rot/Gelb
2019-07-11 17:05:07.000+0200;48;Grün
2019-07-11 17:05:56.000+0200;12;Gelb
2019-07-11 17:05:58.000+0200;3;Rot
2019-07-11 17:06:36.000+0200;15;Rot/Gelb
2019-07-11 17:06:37.000+0200;48;Grün
2019-07-11 17:07:26.000+0200;12;Gelb
2019-07-11 17:07:28.000+0200;3;Rot
2019-07-11 17:08:06.000+0200;15;Rot/Gelb
2019-07-11 17:08:07.000+0200;48;Grün
2019-07-11 17:08:52.000+0200;12;Gelb
2019-07-11 17:08:54.000+0200;3;Rot
2019-07-11 17:09:36.000+0200;15;Rot/Gelb
2019-07-11 17:09:37.000+0200;48;Grün
2019-07-11 17:10:26.000+0200;12;Gelb
2019-07-11 17:10:28.000+0200;3;Rot
2019-07-11 17:11:06.000+0200;15;Rot/Gelb
2019-07-11 17:11:07.000+0200;48;Grün
2019-07-11 17:11:56.000+0200;12;Gelb
2019-07-11 17:11:58.000+0200;3;Rot
2019-07-11 17:12:36.000+0200;15;Rot/Gelb
2019-07-11 17:12:37.000+0200;48;Grün
2019-07-11 17:13:21.000+0200;12;Gelb
2019-07-11 17:13:23.000+0200;3;Rot
2019-07-11 17:14:06.000+0200;15;Rot/Gelb
2019-07-11 17:14:07.000+0200;48;Grün
2019-07-11 17:14:55.000+0200;12;Gelb
2019-07-11 17:14:57.000+0200;3;Rot
2019-07-11 17:15:46.000+0200;15;Rot/Gelb
2019-07-11 17:15:47.000+0200;48;Grün
2019-07-11 17:16:26.000+0200;12;Gelb
2019-07-11 17:16:28.000+0200;3;Rot
2019-07-11 17:17:06.000+0200;15;Rot/Gelb
2019-07-11 17:17:07.000+0200;48;Grün
2019-07-11 17:17:56.000+0200;12;Gelb
2019-07-11 17:17:58.000+0200;3;Rot
2019-07-11 17:18:36.000+0200;15;Rot/Gelb
2019-07-11 17:18:37.000+0200;48;Grün
2019-07-11 17:19:26.000+0200;12;Gelb
2019-07-11 17:19:28.000+0200;3;Rot
2019-07-11 17:20:06.000+0200;15;Rot/Gelb
2019-07-11 17:20:07.000+0200;48;Grün
2019-07-11 17:20:56.000+0200;12;Gelb
2019-07-11 17:20:58.000+0200;3;Rot
2019-07-11 17:21:36.000+0200;15;Rot/Gelb
2019-07-11 17:21:37.000+0200;48;Grün
2019-07-11 17:22:26.000+0200;12;Gelb
2019-07-11 17:22:28.000+0200;3;Rot
2019-07-11 17:23:06.000+0200;15;Rot/Gelb
2019-07-11 17:23:07.000+0200;48;Grün
2019-07-11 17:23:56.000+0200;12;Gelb
2019-07-11 17:23:58.000+0200;3;Rot
2019-07-11 17:24:36.000+0200;15;Rot/Gelb
2019-07-11 17:24:37.000+0200;48;Grün
2019-07-11 17:25:26.000+0200;12;Gelb
2019-07-11 17:25:28.000+0200;3;Rot
2019-07-11 17:26:06.000+0200;15;Rot/Gelb
2019-07-11 17:26:07.000+0200;48;Grün
2019-07-11 17:26:48.000+0200;12;Gelb
2019-07-11 17:26:50.000+0200;3;Rot
2019-07-11 17:27:36.000+0200;15;Rot/Gelb
2019-07-11 17:27:37.000+0200;48;Grün
2019-07-11 17:28:26.000+0200;12;Gelb
2019-07-11 17:28:28.000+0200;3;Rot
2019-07-11 17:29:06.000+0200;15;Rot/Gelb
2019-07-11 17:29:07.000+0200;48;Grün
2019-07-11 17:29:56.000+0200;12;Gelb
2019-07-11 17:29:58.000+0200;3;Rot
2019-07-11 17:30:36.000+0200;15;Rot/Gelb
2019-07-11 17:30:37.000+0200;48;Grün
2019-07-11 17:31:18.000+0200;12;Gelb
2019-07-11 17:31:20.000+0200;3;Rot
2019-07-11 17:32:06.000+0200;15;Rot/Gelb
2019-07-11 17:32:07.000+0200;48;Grün
2019-07-11 17:32:53.000+0200;12;Gelb
2019-07-11 17:32:55.000+0200;3;Rot
2019-07-11 17:33:34.000+0200;15;Rot/Gelb
2019-07-11 17:33:35.000+0200;48;Grün
2019-07-11 17:34:20.000+0200;12;Gelb
2019-07-11 17:34:22.000+0200;3;Rot
2019-07-11 17:35:06.000+0200;15;Rot/Gelb
2019-07-11 17:35:07.000+0200;48;Grün
2019-07-11 17:35:56.000+0200;12;Gelb
2019-07-11 17:35:58.000+0200;3;Rot
2019-07-11 17:36:36.000+0200;15;Rot/Gelb
2019-07-11 17:36:37.000+0200;48;Grün
2019-07-11 17:37:26.000+0200;12;Gelb
2019-07-11 17:37:28.000+0200;3;Rot
2019-07-11 17:38:06.000+0200;15;Rot/Gelb
2019-07-11 17:38:07.000+0200;48;Grün
2019-07-11 17:38:43.000+0200;12;Gelb
2019-07-11 17:38:45.000+0200;3;Rot
2019-07-11 17:39:36.000+0200;15;Rot/Gelb
2019-07-11 17:39:37.000+0200;48;Grün
2019-07-11 17:40:26.000+0200;12;Gelb
2019-07-11 17:40:28.000+0200;3;Rot
2019-07-11 17:41:06.000+0200;15;Rot/Gelb
2019-07-11 17:41:07.000+0200;48;Grün
2019-07-11 17:41:49.000+0200;12;Gelb
2019-07-11 17:41:51.000+0200;3;Rot
2019-07-11 17:42:36.000+0200;15;Rot/Gelb
2019-07-11 17:42:37.000+0200;48;Grün
2019-07-11 17:43:37.000+0200;12;Gelb
2019-07-11 17:43:39.000+0200;3;Rot
2019-07-11 17:44:17.000+0200;15;Rot/Gelb
2019-07-11 17:44:18.000+0200;48;Grün
2019-07-11 17:44:56.000+0200;12;Gelb
2019-07-11 17:44:58.000+0200;3;Rot
2019-07-11 17:45:36.000+0200;15;Rot/Gelb
2019-07-11 17:45:37.000+0200;48;Grün
2019-07-11 17:46:26.000+0200;12;Gelb
2019-07-11 17:46:28.000+0200;3;Rot
2019-07-11 17:47:06.000+0200;15;Rot/Gelb
2019-07-11 17:47:07.000+0200;48;Grün
2019-07-11 17:47:56.000+0200;12;Gelb
2019-07-11 17:47:58.000+0200;3;Rot
2019-07-11 17:48:36.000+0200;15;Rot/Gelb
2019-07-11 17:48:37.000+0200;48;Grün
2019-07-11 17:49:21.000+0200;12;Gelb
2019-07-11 17:49:23.000+0200;3;Rot
2019-07-11 17:50:06.000+0200;15;Rot/Gelb
2019-07-11 17:50:07.000+0200;48;Grün
2019-07-11 17:50:56.000+0200;12;Gelb
2019-07-11 17:50:58.000+0200;3;Rot
2019-07-11 17:51:36.000+0200;15;Rot/Gelb
2019-07-11 17:51:37.000+0200;48;Grün
2019-07-11 17:52:26.000+0200;12;Gelb
2019-07-11 17:52:28.000+0200;3;Rot
2019-07-11 17:53:06.000+0200;15;Rot/Gelb
2019-07-11 17:53:07.000+0200;48;Grün
2019-07-11 17:53:56.000+0200;12;Gelb
2019-07-11 17:53:58.000+0200;3;Rot
2019-07-11 17:54:36.000+0200;15;Rot/Gelb
2019-07-11 17:54:37.000+0200;48;Grün
2019-07-11 17:55:26.000+0200;12;Gelb
2019-07-11 17:55:28.000+0200;3;Rot
2019-07-11 17:56:06.000+0200;15;Rot/Gelb
2019-07-11 17:56:07.000+0200;48;Grün
2019-07-11 17:56:51.000+0200;12;Gelb
2019-07-11 17:56:53.000+0200;3;Rot
2019-07-11 17:57:36.000+0200;15;Rot/Gelb
2019-07-11 17:57:37.000+0200;48;Grün
2019-07-11 17:58:18.000+0200;12;Gelb
2019-07-11 17:58:20.000+0200;3;Rot
2019-07-11 17:59:06.000+0200;15;Rot/Gelb
2019-07-11 17:59:07.000+0200;48;Grün
2019-07-11 17:59:56.000+0200;12;Gelb
2019-07-11 17:59:58.000+0200;3;Rot
2019-07-11 18:00:36.000+0200;15;Rot/Gelb
2019-07-11 18:00:37.000+0200;48;Grün
2019-07-11 18:01:18.000+0200;12;Gelb
2019-07-11 18:01:20.000+0200;3;Rot
2019-07-11 18:02:06.000+0200;15;Rot/Gelb
2019-07-11 18:02:07.000+0200;48;Grün
2019-07-11 18:02:56.000+0200;12;Gelb
2019-07-11 18:02:58.000+0200;3;Rot
2019-07-11 18:03:36.000+0200;15;Rot/Gelb
2019-07-11 18:03:37.000+0200;48;Grün
2019-07-11 18:04:26.000+0200;12;Gelb
2019-07-11 18:04:28.000+0200;3;Rot
2019-07-11 18:05:06.000+0200;15;Rot/Gelb
2019-07-11 18:05:07.000+0200;48;Grün
2019-07-11 18:05:56.000+0200;12;Gelb
2019-07-11 18:05:58.000+0200;3;Rot
2019-07-11 18:06:36.000+0200;15;Rot/Gelb
2019-07-11 18:06:37.000+0200;48;Grün
2019-07-11 18:07:22.000+0200;12;Gelb
2019-07-11 18:07:24.000+0200;3;Rot
2019-07-11 18:08:05.000+0200;15;Rot/Gelb
2019-07-11 18:08:06.000+0200;48;Grün
2019-07-11 18:08:50.000+0200;12;Gelb
2019-07-11 18:08:52.000+0200;3;Rot
2019-07-11 18:09:33.000+0200;15;Rot/Gelb
2019-07-11 18:09:34.000+0200;48;Grün
2019-07-11 18:10:24.000+0200;12;Gelb
2019-07-11 18:10:26.000+0200;3;Rot
2019-07-11 18:11:06.000+0200;15;Rot/Gelb
2019-07-11 18:11:07.000+0200;48;Grün
2019-07-11 18:11:51.000+0200;12;Gelb
2019-07-11 18:11:53.000+0200;3;Rot
2019-07-11 18:12:35.000+0200;15;Rot/Gelb
2019-07-11 18:12:36.000+0200;48;Grün
2019-07-11 18:13:22.000+0200;12;Gelb
2019-07-11 18:13:24.000+0200;3;Rot
2019-07-11 18:14:02.000+0200;15;Rot/Gelb
2019-07-11 18:14:03.000+0200;48;Grün
2019-07-11 18:14:52.000+0200;12;Gelb
2019-07-11 18:14:54.000+0200;3;Rot
2019-07-11 18:15:33.000+0200;15;Rot/Gelb
2019-07-11 18:15:34.000+0200;48;Grün
2019-07-11 18:16:25.000+0200;12;Gelb
2019-07-11 18:16:27.000+0200;3;Rot
2019-07-11 18:17:06.000+0200;15;Rot/Gelb
2019-07-11 18:17:07.000+0200;48;Grün
2019-07-11 18:17:55.000+0200;12;Gelb
2019-07-11 18:17:57.000+0200;3;Rot
2019-07-11 18:18:36.000+0200;15;Rot/Gelb
2019-07-11 18:18:37.000+0200;48;Grün
2019-07-11 18:19:26.000+0200;12;Gelb
2019-07-11 18:19:28.000+0200;3;Rot
2019-07-11 18:20:06.000+0200;15;Rot/Gelb
2019-07-11 18:20:07.000+0200;48;Grün
2019-07-11 18:20:48.000+0200;12;Gelb
2019-07-11 18:20:50.000+0200;3;Rot
2019-07-11 18:21:36.000+0200;15;Rot/Gelb
2019-07-11 18:21:37.000+0200;48;Grün
2019-07-11 18:22:26.000+0200;12;Gelb
2019-07-11 18:22:28.000+0200;3;Rot
2019-07-11 18:23:06.000+0200;15;Rot/Gelb
2019-07-11 18:23:07.000+0200;48;Grün
2019-07-11 18:23:48.000+0200;12;Gelb
2019-07-11 18:23:50.000+0200;3;Rot
2019-07-11 18:24:36.000+0200;15;Rot/Gelb
2019-07-11 18:24:37.000+0200;48;Grün
2019-07-11 18:25:26.000+0200;12;Gelb
2019-07-11 18:25:28.000+0200;3;Rot
2019-07-11 18:26:06.000+0200;15;Rot/Gelb
2019-07-11 18:26:07.000+0200;48;Grün
2019-07-11 18:26:56.000+0200;12;Gelb
2019-07-11 18:26:58.000+0200;3;Rot
2019-07-11 18:27:36.000+0200;15;Rot/Gelb
2019-07-11 18:27:37.000+0200;48;Grün
2019-07-11 18:28:26.000+0200;12;Gelb
2019-07-11 18:28:28.000+0200;3;Rot
2019-07-11 18:29:06.000+0200;15;Rot/Gelb
2019-07-11 18:29:07.000+0200;48;Grün
2019-07-11 18:29:52.000+0200;12;Gelb
2019-07-11 18:29:54.000+0200;3;Rot
2019-07-11 18:30:36.000+0200;15;Rot/Gelb
2019-07-11 18:30:37.000+0200;48;Grün
2019-07-11 18:31:26.000+0200;12;Gelb
2019-07-11 18:31:28.000+0200;3;Rot
2019-07-11 18:32:06.000+0200;15;Rot/Gelb
2019-07-11 18:32:07.000+0200;48;Grün
2019-07-11 18:32:56.000+0200;12;Gelb
2019-07-11 18:32:58.000+0200;3;Rot
2019-07-11 18:33:36.000+0200;15;Rot/Gelb
2019-07-11 18:33:37.000+0200;48;Grün
2019-07-11 18:34:22.000+0200;12;Gelb
2019-07-11 18:34:24.000+0200;3;Rot
2019-07-11 18:35:06.000+0200;15;Rot/Gelb
2019-07-11 18:35:07.000+0200;48;Grün
2019-07-11 18:35:56.000+0200;12;Gelb
2019-07-11 18:35:58.000+0200;3;Rot
2019-07-11 18:36:36.000+0200;15;Rot/Gelb
2019-07-11 18:36:37.000+0200;48;Grün
2019-07-11 18:37:26.000+0200;12;Gelb
2019-07-11 18:37:28.000+0200;3;Rot
2019-07-11 18:38:06.000+0200;15;Rot/Gelb
2019-07-11 18:38:07.000+0200;48;Grün
2019-07-11 18:38:48.000+0200;12;Gelb
2019-07-11 18:38:50.000+0200;3;Rot
2019-07-11 18:39:36.000+0200;15;Rot/Gelb
2019-07-11 18:39:37.000+0200;48;Grün
2019-07-11 18:40:26.000+0200;12;Gelb
2019-07-11 18:40:28.000+0200;3;Rot
2019-07-11 18:41:06.000+0200;15;Rot/Gelb
2019-07-11 18:41:07.000+0200;48;Grün
2019-07-11 18:41:43.000+0200;12;Gelb
2019-07-11 18:41:45.000+0200;3;Rot
2019-07-11 18:42:23.000+0200;15;Rot/Gelb
2019-07-11 18:42:24.000+0200;48;Grün
2019-07-11 18:43:26.000+0200;12;Gelb
2019-07-11 18:43:28.000+0200;3;Rot
2019-07-11 18:44:06.000+0200;15;Rot/Gelb
2019-07-11 18:44:07.000+0200;48;Grün
2019-07-11 18:44:56.000+0200;12;Gelb
2019-07-11 18:44:58.000+0200;3;Rot
2019-07-11 18:45:36.000+0200;15;Rot/Gelb
2019-07-11 18:45:37.000+0200;48;Grün
2019-07-11 18:46:26.000+0200;12;Gelb
2019-07-11 18:46:28.000+0200;3;Rot
2019-07-11 18:47:06.000+0200;15;Rot/Gelb
2019-07-11 18:47:07.000+0200;48;Grün
2019-07-11 18:47:56.000+0200;12;Gelb
2019-07-11 18:47:58.000+0200;3;Rot
2019-07-11 18:48:38.000+0200;15;Rot/Gelb
2019-07-11 18:48:39.000+0200;48;Grün
2019-07-11 18:49:27.000+0200;12;Gelb
2019-07-11 18:49:29.000+0200;3;Rot
2019-07-11 18:50:07.000+0200;15;Rot/Gelb
2019-07-11 18:50:08.000+0200;48;Grün
2019-07-11 18:50:57.000+0200;12;Gelb
2019-07-11 18:50:59.000+0200;3;Rot
2019-07-11 18:51:37.000+0200;15;Rot/Gelb
2019-07-11 18:51:38.000+0200;48;Grün
2019-07-11 18:52:19.000+0200;12;Gelb
2019-07-11 18:52:21.000+0200;3;Rot
2019-07-11 18:53:06.000+0200;15;Rot/Gelb
2019-07-11 18:53:07.000+0200;48;Grün
2019-07-11 18:53:49.000+0200;12;Gelb
2019-07-11 18:53:51.000+0200;3;Rot
2019-07-11 18:54:29.000+0200;15;Rot/Gelb
2019-07-11 18:54:30.000+0200;48;Grün
2019-07-11 18:55:22.000+0200;12;Gelb
2019-07-11 18:55:24.000+0200;3;Rot
2019-07-11 18:56:07.000+0200;15;Rot/Gelb
2019-07-11 18:56:08.000+0200;48;Grün
2019-07-11 18:56:51.000+0200;12;Gelb
2019-07-11 18:56:53.000+0200;3;Rot
2019-07-11 18:57:37.000+0200;15;Rot/Gelb
2019-07-11 18:57:38.000+0200;48;Grün
2019-07-11 18:58:19.000+0200;12;Gelb
2019-07-11 18:58:21.000+0200;3;Rot
2019-07-11 18:58:59.000+0200;15;Rot/Gelb
2019-07-11 18:59:00.000+0200;48;Grün
2019-07-11 18:59:49.000+0200;12;Gelb
2019-07-11 18:59:51.000+0200;3;Rot
